document_id,document_type,title,content,category,tags,metadata
M138,menu_item,Brownie Spicy,Brownie Spicy is a veg dessert costing ₹240. Serves 2. Popular among families.,Dessert,"veg,dessert","{""price"": 240, ""serves"": 2, ""diet"": ""Veg""}"
M139,menu_item,Cheesecake Special,Cheesecake Special is a veg dessert costing ₹420. Serves 2. Popular among families.,Dessert,"veg,dessert","{""price"": 420, ""serves"": 2, ""diet"": ""Veg""}"
M140,menu_item,Mango Shake Premium,Mango Shake Premium is a veg beverage costing ₹310. Serves 2. Popular among families.,Beverage,"veg,beverage","{""price"": 310, ""serves"": 2, ""diet"": ""Veg""}"
M141,menu_item,Ice Cream Premium,Ice Cream Premium is a veg dessert costing ₹230. Serves 1. Popular among families.,Dessert,"veg,dessert","{""price"": 230, ""serves"": 1, ""diet"": ""Veg""}"
M142,menu_item,Veg Fried Rice Classic,Veg Fried Rice Classic is a veg main course costing ₹430. Serves 1. Popular among families.,Main Course,"veg,main course","{""price"": 430, ""serves"": 1, ""diet"": ""Veg""}"
M143,menu_item,Paneer Butter Masala Spicy,Paneer Butter Masala Spicy is a veg main course costing ₹260. Serves 2. Popular among families.,Main Course,"veg,main course","{""price"": 260, ""serves"": 2, ""diet"": ""Veg""}"
M144,menu_item,Gobi Manchurian Premium,Gobi Manchurian Premium is a veg starter costing ₹230. Serves 2. Popular among families.,Starter,"veg,starter","{""price"": 230, ""serves"": 2, ""diet"": ""Veg""}"
M145,menu_item,Dal Tadka Classic,Dal Tadka Classic is a veg main course costing ₹430. Serves 1. Popular among families.,Main Course,"veg,main course","{""price"": 430, ""serves"": 1, ""diet"": ""Veg""}"
M146,menu_item,Gulab Jamun Classic,Gulab Jamun Classic is a veg dessert costing ₹440. Serves 2. Popular among families.,Dessert,"veg,dessert","{""price"": 440, ""serves"": 2, ""diet"": ""Veg""}"
M147,menu_item,Noodles Classic,Noodles Classic is a veg main course costing ₹90. Serves 2. Popular among families.,Main Course,"veg,main course","{""price"": 90, ""serves"": 2, ""diet"": ""Veg""}"
M148,menu_item,Fresh Lime Soda Spicy,Fresh Lime Soda Spicy is a veg beverage costing ₹300. Serves 1. Popular among families.,Beverage,"veg,beverage","{""price"": 300, ""serves"": 1, ""diet"": ""Veg""}"
M149,menu_item,Crispy Corn Spicy,Crispy Corn Spicy is a veg starter costing ₹160. Serves 1. Popular among families.,Starter,"veg,starter","{""price"": 160, ""serves"": 1, ""diet"": ""Veg""}"
M150,menu_item,Fresh Lime Soda Classic,Fresh Lime Soda Classic is a veg beverage costing ₹450. Serves 1. Popular among families.,Beverage,"veg,beverage","{""price"": 450, ""serves"": 1, ""diet"": ""Veg""}"
M151,menu_item,Butter Chicken Special,Butter Chicken Special is a non-veg main course costing ₹280. Serves 1. Popular among families.,Main Course,"non-veg,main course","{""price"": 280, ""serves"": 1, ""diet"": ""Non-Veg""}"
M152,menu_item,Chicken Biryani Special,Chicken Biryani Special is a non-veg main course costing ₹350. Serves 1. Popular among families.,Main Course,"non-veg,main course","{""price"": 350, ""serves"": 1, ""diet"": ""Non-Veg""}"
M153,menu_item,Fresh Lime Soda Spicy,Fresh Lime Soda Spicy is a veg beverage costing ₹280. Serves 2. Popular among families.,Beverage,"veg,beverage","{""price"": 280, ""serves"": 2, ""diet"": ""Veg""}"
M154,menu_item,Rasmalai Special,Rasmalai Special is a veg dessert costing ₹120. Serves 1. Popular among families.,Dessert,"veg,dessert","{""price"": 120, ""serves"": 1, ""diet"": ""Veg""}"
M155,menu_item,Paneer Butter Masala Premium,Paneer Butter Masala Premium is a veg main course costing ₹140. Serves 1. Popular among families.,Main Course,"veg,main course","{""price"": 140, ""serves"": 1, ""diet"": ""Veg""}"
M156,menu_item,Butter Chicken Special,Butter Chicken Special is a non-veg main course costing ₹130. Serves 1. Popular among families.,Main Course,"non-veg,main course","{""price"": 130, ""serves"": 1, ""diet"": ""Non-Veg""}"
M157,menu_item,Veg Spring Rolls Spicy,Veg Spring Rolls Spicy is a veg starter costing ₹390. Serves 2. Popular among families.,Starter,"veg,starter","{""price"": 390, ""serves"": 2, ""diet"": ""Veg""}"
M158,menu_item,Gobi Manchurian Premium,Gobi Manchurian Premium is a veg starter costing ₹270. Serves 2. Popular among families.,Starter,"veg,starter","{""price"": 270, ""serves"": 2, ""diet"": ""Veg""}"
M159,menu_item,Gobi Manchurian Premium,Gobi Manchurian Premium is a veg starter costing ₹210. Serves 2. Popular among families.,Starter,"veg,starter","{""price"": 210, ""serves"": 2, ""diet"": ""Veg""}"
M160,menu_item,Stuffed Mushrooms Chef's,Stuffed Mushrooms Chef's is a veg starter costing ₹180. Serves 2. Popular among families.,Starter,"veg,starter","{""price"": 180, ""serves"": 2, ""diet"": ""Veg""}"
M161,menu_item,Chicken Biryani Classic,Chicken Biryani Classic is a non-veg main course costing ₹190. Serves 2. Popular among families.,Main Course,"non-veg,main course","{""price"": 190, ""serves"": 2, ""diet"": ""Non-Veg""}"
M162,menu_item,Cheesecake Classic,Cheesecake Classic is a veg dessert costing ₹380. Serves 2. Popular among families.,Dessert,"veg,dessert","{""price"": 380, ""serves"": 2, ""diet"": ""Veg""}"
M163,menu_item,Masala Tea Special,Masala Tea Special is a veg beverage costing ₹430. Serves 2. Popular among families.,Beverage,"veg,beverage","{""price"": 430, ""serves"": 2, ""diet"": ""Veg""}"
M164,menu_item,Lassi Special,Lassi Special is a veg beverage costing ₹110. Serves 2. Popular among families.,Beverage,"veg,beverage","{""price"": 110, ""serves"": 2, ""diet"": ""Veg""}"
M165,menu_item,Rasmalai Premium,Rasmalai Premium is a veg dessert costing ₹100. Serves 1. Popular among families.,Dessert,"veg,dessert","{""price"": 100, ""serves"": 1, ""diet"": ""Veg""}"
M166,menu_item,Chicken Curry Special,Chicken Curry Special is a non-veg main course costing ₹100. Serves 2. Popular among families.,Main Course,"non-veg,main course","{""price"": 100, ""serves"": 2, ""diet"": ""Non-Veg""}"
M167,menu_item,French Fries Spicy,French Fries Spicy is a veg starter costing ₹420. Serves 2. Popular among families.,Starter,"veg,starter","{""price"": 420, ""serves"": 2, ""diet"": ""Veg""}"
M168,menu_item,Brownie Special,Brownie Special is a veg dessert costing ₹360. Serves 2. Popular among families.,Dessert,"veg,dessert","{""price"": 360, ""serves"": 2, ""diet"": ""Veg""}"
M169,menu_item,Chicken 65 Premium,Chicken 65 Premium is a non-veg starter costing ₹350. Serves 2. Popular among families.,Starter,"non-veg,starter","{""price"": 350, ""serves"": 2, ""diet"": ""Non-Veg""}"
M170,menu_item,Gulab Jamun Chef's,Gulab Jamun Chef's is a veg dessert costing ₹300. Serves 2. Popular among families.,Dessert,"veg,dessert","{""price"": 300, ""serves"": 2, ""diet"": ""Veg""}"
M171,menu_item,Masala Tea Spicy,Masala Tea Spicy is a veg beverage costing ₹440. Serves 1. Popular among families.,Beverage,"veg,beverage","{""price"": 440, ""serves"": 1, ""diet"": ""Veg""}"
M172,menu_item,Lassi Premium,Lassi Premium is a veg beverage costing ₹250. Serves 2. Popular among families.,Beverage,"veg,beverage","{""price"": 250, ""serves"": 2, ""diet"": ""Veg""}"
M173,menu_item,Veg Spring Rolls Special,Veg Spring Rolls Special is a veg starter costing ₹90. Serves 2. Popular among families.,Starter,"veg,starter","{""price"": 90, ""serves"": 2, ""diet"": ""Veg""}"
M174,menu_item,Lassi Chef's,Lassi Chef's is a veg beverage costing ₹420. Serves 2. Popular among families.,Beverage,"veg,beverage","{""price"": 420, ""serves"": 2, ""diet"": ""Veg""}"
M175,menu_item,Fresh Lime Soda Classic,Fresh Lime Soda Classic is a veg beverage costing ₹220. Serves 2. Popular among families.,Beverage,"veg,beverage","{""price"": 220, ""serves"": 2, ""diet"": ""Veg""}"
M176,menu_item,Dal Tadka Spicy,Dal Tadka Spicy is a veg main course costing ₹400. Serves 1. Popular among families.,Main Course,"veg,main course","{""price"": 400, ""serves"": 1, ""diet"": ""Veg""}"
M177,menu_item,Chilli Paneer Chef's,Chilli Paneer Chef's is a veg starter costing ₹190. Serves 2. Popular among families.,Starter,"veg,starter","{""price"": 190, ""serves"": 2, ""diet"": ""Veg""}"
M178,menu_item,Stuffed Mushrooms Spicy,Stuffed Mushrooms Spicy is a veg starter costing ₹140. Serves 1. Popular among families.,Starter,"veg,starter","{""price"": 140, ""serves"": 1, ""diet"": ""Veg""}"
M179,menu_item,Chicken 65 Classic,Chicken 65 Classic is a non-veg starter costing ₹180. Serves 2. Popular among families.,Starter,"non-veg,starter","{""price"": 180, ""serves"": 2, ""diet"": ""Non-Veg""}"
M180,menu_item,Rasmalai Premium,Rasmalai Premium is a veg dessert costing ₹350. Serves 2. Popular among families.,Dessert,"veg,dessert","{""price"": 350, ""serves"": 2, ""diet"": ""Veg""}"
M181,menu_item,Cold Coffee Spicy,Cold Coffee Spicy is a veg beverage costing ₹440. Serves 1. Popular among families.,Beverage,"veg,beverage","{""price"": 440, ""serves"": 1, ""diet"": ""Veg""}"
M182,menu_item,Cold Coffee Special,Cold Coffee Special is a veg beverage costing ₹410. Serves 1. Popular among families.,Beverage,"veg,beverage","{""price"": 410, ""serves"": 1, ""diet"": ""Veg""}"
M183,menu_item,Crispy Corn Spicy,Crispy Corn Spicy is a veg starter costing ₹300. Serves 2. Popular among families.,Starter,"veg,starter","{""price"": 300, ""serves"": 2, ""diet"": ""Veg""}"
M184,menu_item,Crispy Corn Premium,Crispy Corn Premium is a veg starter costing ₹400. Serves 1. Popular among families.,Starter,"veg,starter","{""price"": 400, ""serves"": 1, ""diet"": ""Veg""}"
M185,menu_item,Mango Shake Spicy,Mango Shake Spicy is a veg beverage costing ₹310. Serves 2. Popular among families.,Beverage,"veg,beverage","{""price"": 310, ""serves"": 2, ""diet"": ""Veg""}"
M186,menu_item,Fresh Lime Soda Premium,Fresh Lime Soda Premium is a veg beverage costing ₹210. Serves 1. Popular among families.,Beverage,"veg,beverage","{""price"": 210, ""serves"": 1, ""diet"": ""Veg""}"
M187,menu_item,Cold Coffee Spicy,Cold Coffee Spicy is a veg beverage costing ₹110. Serves 2. Popular among families.,Beverage,"veg,beverage","{""price"": 110, ""serves"": 2, ""diet"": ""Veg""}"
M188,menu_item,Fresh Lime Soda Spicy,Fresh Lime Soda Spicy is a veg beverage costing ₹180. Serves 2. Popular among families.,Beverage,"veg,beverage","{""price"": 180, ""serves"": 2, ""diet"": ""Veg""}"
M189,menu_item,French Fries Special,French Fries Special is a veg starter costing ₹300. Serves 1. Popular among families.,Starter,"veg,starter","{""price"": 300, ""serves"": 1, ""diet"": ""Veg""}"
M190,menu_item,Lassi Special,Lassi Special is a veg beverage costing ₹380. Serves 1. Popular among families.,Beverage,"veg,beverage","{""price"": 380, ""serves"": 1, ""diet"": ""Veg""}"
M191,menu_item,Chicken Fried Rice Chef's,Chicken Fried Rice Chef's is a non-veg main course costing ₹130. Serves 2. Popular among families.,Main Course,"non-veg,main course","{""price"": 130, ""serves"": 2, ""diet"": ""Non-Veg""}"
M192,menu_item,Ice Cream Special,Ice Cream Special is a veg dessert costing ₹340. Serves 1. Popular among families.,Dessert,"veg,dessert","{""price"": 340, ""serves"": 1, ""diet"": ""Veg""}"
M193,menu_item,Rasmalai Spicy,Rasmalai Spicy is a veg dessert costing ₹290. Serves 2. Popular among families.,Dessert,"veg,dessert","{""price"": 290, ""serves"": 2, ""diet"": ""Veg""}"
M194,menu_item,Chilli Paneer Classic,Chilli Paneer Classic is a veg starter costing ₹240. Serves 2. Popular among families.,Starter,"veg,starter","{""price"": 240, ""serves"": 2, ""diet"": ""Veg""}"
M195,menu_item,Chicken Biryani Spicy,Chicken Biryani Spicy is a non-veg main course costing ₹150. Serves 1. Popular among families.,Main Course,"non-veg,main course","{""price"": 150, ""serves"": 1, ""diet"": ""Non-Veg""}"
M196,menu_item,Cold Coffee Premium,Cold Coffee Premium is a veg beverage costing ₹100. Serves 1. Popular among families.,Beverage,"veg,beverage","{""price"": 100, ""serves"": 1, ""diet"": ""Veg""}"
M197,menu_item,Gulab Jamun Premium,Gulab Jamun Premium is a veg dessert costing ₹310. Serves 2. Popular among families.,Dessert,"veg,dessert","{""price"": 310, ""serves"": 2, ""diet"": ""Veg""}"
M198,menu_item,Cold Coffee Chef's,Cold Coffee Chef's is a veg beverage costing ₹420. Serves 2. Popular among families.,Beverage,"veg,beverage","{""price"": 420, ""serves"": 2, ""diet"": ""Veg""}"
M199,menu_item,Butter Chicken Chef's,Butter Chicken Chef's is a non-veg main course costing ₹140. Serves 2. Popular among families.,Main Course,"non-veg,main course","{""price"": 140, ""serves"": 2, ""diet"": ""Non-Veg""}"
M200,menu_item,Noodles Special,Noodles Special is a veg main course costing ₹180. Serves 1. Popular among families.,Main Course,"veg,main course","{""price"": 180, ""serves"": 1, ""diet"": ""Veg""}"
M201,menu_item,Masala Tea Spicy,Masala Tea Spicy is a veg beverage costing ₹250. Serves 1. Popular among families.,Beverage,"veg,beverage","{""price"": 250, ""serves"": 1, ""diet"": ""Veg""}"
C001,combo,Family Combo 1,"Family Combo 1 serves 4 people for ₹1299. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1299}"
C002,combo,Family Combo 2,"Family Combo 2 serves 4 people for ₹1049. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1049}"
C003,combo,Family Combo 3,"Family Combo 3 serves 4 people for ₹849. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 849}"
C004,combo,Family Combo 4,"Family Combo 4 serves 4 people for ₹699. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 699}"
C005,combo,Family Combo 5,"Family Combo 5 serves 4 people for ₹1299. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1299}"
C006,combo,Family Combo 6,"Family Combo 6 serves 4 people for ₹1149. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1149}"
C007,combo,Family Combo 7,"Family Combo 7 serves 4 people for ₹1049. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1049}"
C008,combo,Family Combo 8,"Family Combo 8 serves 4 people for ₹1249. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1249}"
C009,combo,Family Combo 9,"Family Combo 9 serves 4 people for ₹999. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 999}"
C010,combo,Family Combo 10,"Family Combo 10 serves 4 people for ₹1299. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1299}"
C011,combo,Family Combo 11,"Family Combo 11 serves 4 people for ₹1049. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1049}"
C012,combo,Family Combo 12,"Family Combo 12 serves 4 people for ₹899. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 899}"
C013,combo,Family Combo 13,"Family Combo 13 serves 4 people for ₹1199. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1199}"
C014,combo,Family Combo 14,"Family Combo 14 serves 4 people for ₹1349. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1349}"
C015,combo,Family Combo 15,"Family Combo 15 serves 4 people for ₹749. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 749}"
C016,combo,Family Combo 16,"Family Combo 16 serves 4 people for ₹949. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 949}"
C017,combo,Family Combo 17,"Family Combo 17 serves 4 people for ₹1199. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1199}"
C018,combo,Family Combo 18,"Family Combo 18 serves 4 people for ₹1149. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1149}"
C019,combo,Family Combo 19,"Family Combo 19 serves 4 people for ₹1049. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1049}"
C020,combo,Family Combo 20,"Family Combo 20 serves 4 people for ₹1049. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1049}"
C021,combo,Family Combo 21,"Family Combo 21 serves 4 people for ₹599. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 599}"
C022,combo,Family Combo 22,"Family Combo 22 serves 4 people for ₹1199. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1199}"
C023,combo,Family Combo 23,"Family Combo 23 serves 4 people for ₹999. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 999}"
C024,combo,Family Combo 24,"Family Combo 24 serves 4 people for ₹599. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 599}"
C025,combo,Family Combo 25,"Family Combo 25 serves 4 people for ₹649. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 649}"
C026,combo,Family Combo 26,"Family Combo 26 serves 4 people for ₹1349. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1349}"
C027,combo,Family Combo 27,"Family Combo 27 serves 4 people for ₹1049. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1049}"
C028,combo,Family Combo 28,"Family Combo 28 serves 4 people for ₹949. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 949}"
C029,combo,Family Combo 29,"Family Combo 29 serves 4 people for ₹1149. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1149}"
C030,combo,Family Combo 30,"Family Combo 30 serves 4 people for ₹949. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 949}"
C031,combo,Family Combo 31,"Family Combo 31 serves 4 people for ₹899. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 899}"
C032,combo,Family Combo 32,"Family Combo 32 serves 4 people for ₹999. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 999}"
C033,combo,Family Combo 33,"Family Combo 33 serves 4 people for ₹799. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 799}"
C034,combo,Family Combo 34,"Family Combo 34 serves 4 people for ₹749. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 749}"
C035,combo,Family Combo 35,"Family Combo 35 serves 4 people for ₹649. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 649}"
C036,combo,Family Combo 36,"Family Combo 36 serves 4 people for ₹1049. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1049}"
C037,combo,Family Combo 37,"Family Combo 37 serves 4 people for ₹1299. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1299}"
C038,combo,Family Combo 38,"Family Combo 38 serves 4 people for ₹649. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 649}"
C039,combo,Family Combo 39,"Family Combo 39 serves 4 people for ₹1149. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 1149}"
C040,combo,Family Combo 40,"Family Combo 40 serves 4 people for ₹799. Includes starter, main course, bread and dessert.",combo,"family,combo","{""serves"": 4, ""price"": 799}"
O001,offer,Offer 1,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O002,offer,Offer 2,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O003,offer,Offer 3,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O004,offer,Offer 4,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O005,offer,Offer 5,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O006,offer,Offer 6,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O007,offer,Offer 7,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O008,offer,Offer 8,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O009,offer,Offer 9,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O010,offer,Offer 10,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O011,offer,Offer 11,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O012,offer,Offer 12,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O013,offer,Offer 13,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O014,offer,Offer 14,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O015,offer,Offer 15,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O016,offer,Offer 16,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O017,offer,Offer 17,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O018,offer,Offer 18,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O019,offer,Offer 19,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O020,offer,Offer 20,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O021,offer,Offer 21,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O022,offer,Offer 22,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O023,offer,Offer 23,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O024,offer,Offer 24,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O025,offer,Offer 25,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O026,offer,Offer 26,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O027,offer,Offer 27,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O028,offer,Offer 28,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O029,offer,Offer 29,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
O030,offer,Offer 30,Happy Hour 3 PM to 5 PM gives 10% discount on selected starters and beverages.,offer,happyhour,{}
S001,chef_special,Chef Special 1,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S002,chef_special,Chef Special 2,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S003,chef_special,Chef Special 3,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S004,chef_special,Chef Special 4,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S005,chef_special,Chef Special 5,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S006,chef_special,Chef Special 6,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S007,chef_special,Chef Special 7,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S008,chef_special,Chef Special 8,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S009,chef_special,Chef Special 9,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S010,chef_special,Chef Special 10,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S011,chef_special,Chef Special 11,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S012,chef_special,Chef Special 12,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S013,chef_special,Chef Special 13,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S014,chef_special,Chef Special 14,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S015,chef_special,Chef Special 15,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S016,chef_special,Chef Special 16,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S017,chef_special,Chef Special 17,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S018,chef_special,Chef Special 18,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S019,chef_special,Chef Special 19,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
S020,chef_special,Chef Special 20,Chef recommends today's premium signature dish with seasonal ingredients.,special,chef,{}
F001,faq,FAQ 1,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F002,faq,FAQ 2,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F003,faq,FAQ 3,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F004,faq,FAQ 4,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F005,faq,FAQ 5,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F006,faq,FAQ 6,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F007,faq,FAQ 7,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F008,faq,FAQ 8,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F009,faq,FAQ 9,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F010,faq,FAQ 10,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F011,faq,FAQ 11,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F012,faq,FAQ 12,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F013,faq,FAQ 13,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F014,faq,FAQ 14,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F015,faq,FAQ 15,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F016,faq,FAQ 16,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F017,faq,FAQ 17,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F018,faq,FAQ 18,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F019,faq,FAQ 19,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F020,faq,FAQ 20,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
F021,faq,FAQ 21,"Q: Can I reserve a table? A: Yes, reservations are accepted every 30 minutes between 11 AM and 10 PM.",faq,reservation,{}
