Date,Hour,Total_kWh,HVAC_kWh,Lighting_kWh,Kitchen_kWh,WashingMachine_kWh,WaterHeater_kWh,EVCharging_kWh,SolarGeneration_kWh,OutdoorTemp_C,Occupancy,PeakTariff,Cost_INR
2026-07-11,17,0.9,0.65,0.1,0.15,0.0,0.0,0.0,0.98,35.1,4,No,6.33
2026-07-11,18,1.19,0.69,0.35,0.15,0.0,0.0,0.0,0.0,36.2,4,Yes,11.86
2026-07-11,19,1.24,0.74,0.35,0.15,0.0,0.0,0.0,0.0,38.1,4,Yes,12.44
2026-07-11,20,1.65,0.75,0.35,0.55,0.0,0.0,0.0,0.0,38.2,4,Yes,16.47
2026-07-11,21,1.74,0.74,0.35,0.15,0.0,0.5,0.0,0.0,38.0,4,Yes,17.41
2026-07-11,22,1.19,0.69,0.35,0.15,0.0,0.0,0.0,0.0,36.4,4,Yes,11.92
2026-07-11,23,0.95,0.45,0.35,0.15,0.0,0.0,0.0,0.0,35.0,0,No,6.65
2026-07-12,0,0.94,0.44,0.35,0.15,0.0,0.0,0.0,0.0,34.6,0,No,6.57
2026-07-12,1,0.89,0.39,0.35,0.15,0.0,0.0,0.0,0.0,32.9,0,No,6.22
2026-07-12,2,0.84,0.34,0.35,0.15,0.0,0.0,0.0,0.0,31.2,0,No,5.85
2026-07-12,3,0.81,0.31,0.35,0.15,0.0,0.0,0.0,0.0,30.4,0,No,5.68
2026-07-12,4,0.75,0.25,0.35,0.15,0.0,0.0,0.0,0.0,28.3,0,No,5.24
2026-07-12,5,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,25.7,0,No,4.9
2026-07-12,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,26.4,0,No,8.4
2026-07-12,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,24.8,1,No,8.05
2026-07-12,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,25.3,4,No,7.35
2026-07-12,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,26.1,4,No,4.55
2026-07-12,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,25.0,4,No,4.55
2026-07-12,11,1.45,0.4,0.1,0.15,0.8,0.0,0.0,3.67,26.0,4,No,10.15
2026-07-12,12,0.67,0.42,0.1,0.15,0.0,0.0,0.0,3.8,27.2,4,No,4.66
2026-07-12,13,1.14,0.49,0.1,0.55,0.0,0.0,0.0,3.67,29.5,4,No,7.95
2026-07-12,14,0.77,0.52,0.1,0.15,0.0,0.0,0.0,3.29,30.5,4,No,5.36
2026-07-12,15,0.83,0.58,0.1,0.15,0.0,0.0,0.0,2.69,32.7,4,No,5.82
2026-07-12,16,0.88,0.63,0.1,0.15,0.0,0.0,0.0,1.9,34.4,4,No,6.18
2026-07-12,17,0.89,0.64,0.1,0.15,0.0,0.0,0.0,0.98,34.6,4,No,6.22
2026-07-12,18,1.19,0.69,0.35,0.15,0.0,0.0,0.0,0.0,36.4,4,Yes,11.93
2026-07-12,19,1.19,0.69,0.35,0.15,0.0,0.0,0.0,0.0,36.3,4,Yes,11.89
2026-07-12,20,1.61,0.71,0.35,0.55,0.0,0.0,0.0,0.0,36.9,4,Yes,16.08
2026-07-12,21,1.73,0.73,0.35,0.15,0.0,0.5,0.0,0.0,37.6,4,Yes,17.27
2026-07-12,22,1.21,0.71,0.35,0.15,0.0,0.0,0.0,0.0,36.9,4,Yes,12.06
2026-07-12,23,0.93,0.43,0.35,0.15,0.0,0.0,0.0,0.0,34.4,0,No,6.52
2026-07-13,0,0.9,0.4,0.35,0.15,0.0,0.0,0.0,0.0,33.2,0,No,6.27
2026-07-13,1,0.84,0.34,0.35,0.15,0.0,0.0,0.0,0.0,31.5,0,No,5.91
2026-07-13,2,0.78,0.28,0.35,0.15,0.0,0.0,0.0,0.0,29.4,0,No,5.47
2026-07-13,3,0.78,0.28,0.35,0.15,0.0,0.0,0.0,0.0,29.3,0,No,5.46
2026-07-13,4,0.73,0.23,0.35,0.15,0.0,0.0,0.0,0.0,27.6,0,No,5.1
2026-07-13,5,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,25.6,0,No,4.9
2026-07-13,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,25.6,0,No,8.4
2026-07-13,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,24.7,1,No,8.05
2026-07-13,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,24.2,1,No,7.35
2026-07-13,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,23.6,1,No,4.55
2026-07-13,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,24.3,1,No,4.55
2026-07-13,11,0.66,0.41,0.1,0.15,0.0,0.0,0.0,3.67,26.9,1,No,4.59
2026-07-13,12,0.69,0.44,0.1,0.15,0.0,0.0,0.0,3.8,28.2,1,No,4.86
2026-07-13,13,1.12,0.47,0.1,0.55,0.0,0.0,0.0,3.67,28.9,1,No,7.82
2026-07-13,14,0.78,0.53,0.1,0.15,0.0,0.0,0.0,3.29,31.0,1,No,5.46
2026-07-13,15,0.81,0.56,0.1,0.15,0.0,0.0,0.0,2.69,32.1,1,No,5.68
2026-07-13,16,0.83,0.58,0.1,0.15,0.0,0.0,0.0,1.9,32.6,1,No,5.81
2026-07-13,17,0.87,0.62,0.1,0.15,0.0,0.0,0.0,0.98,33.8,1,No,6.06
2026-07-13,18,1.15,0.65,0.35,0.15,0.0,0.0,0.0,0.0,35.2,2,Yes,11.55
2026-07-13,19,1.21,0.71,0.35,0.15,0.0,0.0,0.0,0.0,36.9,2,Yes,12.08
2026-07-13,20,1.61,0.71,0.35,0.55,0.0,0.0,0.0,0.0,36.9,2,Yes,16.08
2026-07-13,21,1.71,0.71,0.35,0.15,0.0,0.5,0.0,0.0,36.9,2,Yes,17.06
2026-07-13,22,3.69,0.69,0.35,0.15,0.0,0.0,2.5,0.0,36.3,2,Yes,36.9
2026-07-13,23,3.42,0.42,0.35,0.15,0.0,0.0,2.5,0.0,34.0,0,No,23.94
2026-07-14,0,0.86,0.36,0.35,0.15,0.0,0.0,0.0,0.0,32.1,0,No,6.05
2026-07-14,1,0.81,0.31,0.35,0.15,0.0,0.0,0.0,0.0,30.4,0,No,5.68
2026-07-14,2,0.81,0.31,0.35,0.15,0.0,0.0,0.0,0.0,30.2,0,No,5.64
2026-07-14,3,0.77,0.27,0.35,0.15,0.0,0.0,0.0,0.0,28.8,0,No,5.36
2026-07-14,4,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,26.4,0,No,4.9
2026-07-14,5,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,25.6,0,No,4.9
2026-07-14,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,23.7,0,No,8.4
2026-07-14,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,24.7,1,No,8.05
2026-07-14,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,24.4,1,No,7.35
2026-07-14,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,24.8,1,No,4.55
2026-07-14,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,25.1,1,No,4.55
2026-07-14,11,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.67,26.1,1,No,4.55
2026-07-14,12,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.8,25.7,1,No,4.55
2026-07-14,13,1.11,0.46,0.1,0.55,0.0,0.0,0.0,3.67,28.5,1,No,7.74
2026-07-14,14,0.73,0.48,0.1,0.15,0.0,0.0,0.0,3.29,29.3,1,No,5.1
2026-07-14,15,0.81,0.56,0.1,0.15,0.0,0.0,0.0,2.69,32.0,1,No,5.68
2026-07-14,16,0.85,0.6,0.1,0.15,0.0,0.0,0.0,1.9,33.2,1,No,5.93
2026-07-14,17,0.89,0.64,0.1,0.15,0.0,0.0,0.0,0.98,34.6,1,No,6.22
2026-07-14,18,1.16,0.66,0.35,0.15,0.0,0.0,0.0,0.0,35.4,2,Yes,11.63
2026-07-14,19,1.15,0.65,0.35,0.15,0.0,0.0,0.0,0.0,35.0,2,Yes,11.49
2026-07-14,20,1.59,0.69,0.35,0.55,0.0,0.0,0.0,0.0,36.2,2,Yes,15.86
2026-07-14,21,1.64,0.64,0.35,0.15,0.0,0.5,0.0,0.0,34.6,2,Yes,16.39
2026-07-14,22,1.17,0.67,0.35,0.15,0.0,0.0,0.0,0.0,35.6,2,Yes,11.67
2026-07-14,23,0.94,0.44,0.35,0.15,0.0,0.0,0.0,0.0,34.6,0,No,6.56
2026-07-15,0,0.84,0.34,0.35,0.15,0.0,0.0,0.0,0.0,31.3,0,No,5.87
2026-07-15,1,0.83,0.33,0.35,0.15,0.0,0.0,0.0,0.0,31.0,0,No,5.81
2026-07-15,2,0.76,0.26,0.35,0.15,0.0,0.0,0.0,0.0,28.8,0,No,5.34
2026-07-15,3,0.71,0.21,0.35,0.15,0.0,0.0,0.0,0.0,26.9,0,No,4.95
2026-07-15,4,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,26.4,0,No,4.9
2026-07-15,5,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,24.0,0,No,4.9
2026-07-15,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,22.7,0,No,8.4
2026-07-15,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,22.4,1,No,8.05
2026-07-15,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,22.5,1,No,7.35
2026-07-15,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,23.8,1,No,4.55
2026-07-15,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,24.6,1,No,4.55
2026-07-15,11,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.67,24.1,1,No,4.55
2026-07-15,12,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.8,26.1,1,No,4.55
2026-07-15,13,1.06,0.41,0.1,0.55,0.0,0.0,0.0,3.67,27.1,1,No,7.44
2026-07-15,14,0.74,0.49,0.1,0.15,0.0,0.0,0.0,3.29,29.8,1,No,5.21
2026-07-15,15,0.76,0.51,0.1,0.15,0.0,0.0,0.0,2.69,30.5,1,No,5.35
2026-07-15,16,0.83,0.58,0.1,0.15,0.0,0.0,0.0,1.9,32.7,1,No,5.82
2026-07-15,17,0.82,0.57,0.1,0.15,0.0,0.0,0.0,0.98,32.3,1,No,5.73
2026-07-15,18,1.15,0.65,0.35,0.15,0.0,0.0,0.0,0.0,35.0,2,Yes,11.49
2026-07-15,19,1.12,0.62,0.35,0.15,0.0,0.0,0.0,0.0,34.0,2,Yes,11.2
2026-07-15,20,1.57,0.67,0.35,0.55,0.0,0.0,0.0,0.0,35.8,2,Yes,15.73
2026-07-15,21,1.62,0.62,0.35,0.15,0.0,0.5,0.0,0.0,34.2,2,Yes,16.25
2026-07-15,22,1.1,0.6,0.35,0.15,0.0,0.0,0.0,0.0,33.2,2,Yes,10.97
2026-07-15,23,0.89,0.39,0.35,0.15,0.0,0.0,0.0,0.0,32.9,0,No,6.22
2026-07-16,0,0.84,0.34,0.35,0.15,0.0,0.0,0.0,0.0,31.5,0,No,5.91
2026-07-16,1,0.78,0.28,0.35,0.15,0.0,0.0,0.0,0.0,29.2,0,No,5.43
2026-07-16,2,0.75,0.25,0.35,0.15,0.0,0.0,0.0,0.0,28.2,0,No,5.22
2026-07-16,3,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,26.5,0,No,4.9
2026-07-16,4,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,24.8,0,No,4.9
2026-07-16,5,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,23.9,0,No,4.9
2026-07-16,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,22.3,0,No,8.4
2026-07-16,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,22.6,1,No,8.05
2026-07-16,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,21.0,1,No,7.35
2026-07-16,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,23.1,1,No,4.55
2026-07-16,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,22.9,1,No,4.55
2026-07-16,11,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.67,24.2,1,No,4.55
2026-07-16,12,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.8,25.5,1,No,4.55
2026-07-16,13,1.05,0.4,0.1,0.55,0.0,0.0,0.0,3.67,26.8,1,No,7.38
2026-07-16,14,0.68,0.43,0.1,0.15,0.0,0.0,0.0,3.29,27.7,1,No,4.77
2026-07-16,15,0.71,0.46,0.1,0.15,0.0,0.0,0.0,2.69,28.7,1,No,4.98
2026-07-16,16,0.79,0.54,0.1,0.15,0.0,0.0,0.0,1.9,31.3,1,No,5.53
2026-07-16,17,0.81,0.56,0.1,0.15,0.0,0.0,0.0,0.98,31.9,1,No,5.65
2026-07-16,18,1.08,0.58,0.35,0.15,0.0,0.0,0.0,0.0,32.8,2,Yes,10.85
2026-07-16,19,1.13,0.63,0.35,0.15,0.0,0.0,0.0,0.0,34.5,2,Yes,11.35
2026-07-16,20,1.53,0.63,0.35,0.55,0.0,0.0,0.0,0.0,34.4,2,Yes,15.33
2026-07-16,21,1.6,0.6,0.35,0.15,0.0,0.5,0.0,0.0,33.4,2,Yes,16.02
2026-07-16,22,3.58,0.58,0.35,0.15,0.0,0.0,2.5,0.0,32.8,2,Yes,35.84
2026-07-16,23,3.36,0.36,0.35,0.15,0.0,0.0,2.5,0.0,32.1,0,No,23.53
2026-07-17,0,0.8,0.3,0.35,0.15,0.0,0.0,0.0,0.0,30.0,0,No,5.59
2026-07-17,1,0.75,0.25,0.35,0.15,0.0,0.0,0.0,0.0,28.3,0,No,5.25
2026-07-17,2,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,26.4,0,No,4.9
2026-07-17,3,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,25.5,0,No,4.9
2026-07-17,4,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,25.0,0,No,4.9
2026-07-17,5,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,23.3,0,No,4.9
2026-07-17,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,22.8,0,No,8.4
2026-07-17,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,21.6,1,No,8.05
2026-07-17,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,20.8,1,No,7.35
2026-07-17,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,21.5,1,No,4.55
2026-07-17,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,21.0,1,No,4.55
2026-07-17,11,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.67,22.5,1,No,4.55
2026-07-17,12,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.8,24.0,1,No,4.55
2026-07-17,13,1.05,0.4,0.1,0.55,0.0,0.0,0.0,3.67,25.8,1,No,7.35
2026-07-17,14,0.67,0.42,0.1,0.15,0.0,0.0,0.0,3.29,27.5,1,No,4.72
2026-07-17,15,0.71,0.46,0.1,0.15,0.0,0.0,0.0,2.69,28.7,1,No,4.97
2026-07-17,16,0.75,0.5,0.1,0.15,0.0,0.0,0.0,1.9,30.1,1,No,5.26
2026-07-17,17,0.78,0.53,0.1,0.15,0.0,0.0,0.0,0.98,30.8,1,No,5.43
2026-07-17,18,1.07,0.57,0.35,0.15,0.0,0.0,0.0,0.0,32.3,2,Yes,10.69
2026-07-17,19,1.91,0.61,0.35,0.15,0.8,0.0,0.0,0.0,33.8,2,Yes,19.13
2026-07-17,20,1.51,0.61,0.35,0.55,0.0,0.0,0.0,0.0,33.8,2,Yes,15.13
2026-07-17,21,1.57,0.57,0.35,0.15,0.0,0.5,0.0,0.0,32.3,2,Yes,15.69
2026-07-17,22,1.05,0.55,0.35,0.15,0.0,0.0,0.0,0.0,31.5,2,Yes,10.46
2026-07-17,23,0.84,0.34,0.35,0.15,0.0,0.0,0.0,0.0,31.4,0,No,5.9
2026-07-18,0,0.79,0.29,0.35,0.15,0.0,0.0,0.0,0.0,29.6,0,No,5.52
2026-07-18,1,0.73,0.23,0.35,0.15,0.0,0.0,0.0,0.0,27.6,0,No,5.1
2026-07-18,2,0.71,0.21,0.35,0.15,0.0,0.0,0.0,0.0,27.0,0,No,4.97
2026-07-18,3,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,25.3,0,No,4.9
2026-07-18,4,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,23.7,0,No,4.9
2026-07-18,5,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,21.6,0,No,4.9
2026-07-18,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,20.6,0,No,8.4
2026-07-18,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,19.6,1,No,8.05
2026-07-18,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,19.9,4,No,7.35
2026-07-18,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,20.5,4,No,4.55
2026-07-18,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,21.9,4,No,4.55
2026-07-18,11,1.45,0.4,0.1,0.15,0.8,0.0,0.0,3.67,21.3,4,No,10.15
2026-07-18,12,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.8,23.2,4,No,4.55
2026-07-18,13,1.05,0.4,0.1,0.55,0.0,0.0,0.0,3.67,25.1,4,No,7.35
2026-07-18,14,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,25.8,4,No,4.55
2026-07-18,15,0.7,0.45,0.1,0.15,0.0,0.0,0.0,2.69,28.3,4,No,4.9
2026-07-18,16,0.73,0.48,0.1,0.15,0.0,0.0,0.0,1.9,29.4,4,No,5.12
2026-07-18,17,0.75,0.5,0.1,0.15,0.0,0.0,0.0,0.98,30.1,4,No,5.27
2026-07-18,18,1.06,0.56,0.35,0.15,0.0,0.0,0.0,0.0,31.9,4,Yes,10.56
2026-07-18,19,1.04,0.54,0.35,0.15,0.0,0.0,0.0,0.0,31.2,4,Yes,10.35
2026-07-18,20,1.49,0.59,0.35,0.55,0.0,0.0,0.0,0.0,32.9,4,Yes,14.86
2026-07-18,21,1.58,0.58,0.35,0.15,0.0,0.5,0.0,0.0,32.7,4,Yes,15.81
2026-07-18,22,1.02,0.52,0.35,0.15,0.0,0.0,0.0,0.0,30.8,4,Yes,10.23
2026-07-18,23,0.81,0.31,0.35,0.15,0.0,0.0,0.0,0.0,30.5,0,No,5.7
2026-07-19,0,0.74,0.24,0.35,0.15,0.0,0.0,0.0,0.0,28.0,0,No,5.18
2026-07-19,1,0.74,0.24,0.35,0.15,0.0,0.0,0.0,0.0,28.1,0,No,5.2
2026-07-19,2,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,25.7,0,No,4.9
2026-07-19,3,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,23.2,0,No,4.9
2026-07-19,4,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,22.1,0,No,4.9
2026-07-19,5,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,22.1,0,No,4.9
2026-07-19,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,20.4,0,No,8.4
2026-07-19,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,20.5,1,No,8.05
2026-07-19,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,20.0,4,No,7.35
2026-07-19,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,20.8,4,No,4.55
2026-07-19,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,20.6,4,No,4.55
2026-07-19,11,1.45,0.4,0.1,0.15,0.8,0.0,0.0,3.67,22.3,4,No,10.15
2026-07-19,12,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.8,23.4,4,No,4.55
2026-07-19,13,1.05,0.4,0.1,0.55,0.0,0.0,0.0,3.67,24.3,4,No,7.35
2026-07-19,14,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,26.1,4,No,4.55
2026-07-19,15,0.67,0.42,0.1,0.15,0.0,0.0,0.0,2.69,27.2,4,No,4.66
2026-07-19,16,0.73,0.48,0.1,0.15,0.0,0.0,0.0,1.9,29.3,4,No,5.11
2026-07-19,17,0.75,0.5,0.1,0.15,0.0,0.0,0.0,0.98,30.0,4,No,5.25
2026-07-19,18,1.05,0.55,0.35,0.15,0.0,0.0,0.0,0.0,31.6,4,Yes,10.49
2026-07-19,19,1.06,0.56,0.35,0.15,0.0,0.0,0.0,0.0,31.9,4,Yes,10.58
2026-07-19,20,1.45,0.55,0.35,0.55,0.0,0.0,0.0,0.0,31.6,4,Yes,14.48
2026-07-19,21,1.53,0.53,0.35,0.15,0.0,0.5,0.0,0.0,31.0,4,Yes,15.29
2026-07-19,22,3.51,0.51,0.35,0.15,0.0,0.0,2.5,0.0,30.3,4,Yes,35.1
2026-07-19,23,3.31,0.31,0.35,0.15,0.0,0.0,2.5,0.0,30.2,0,No,23.14
2026-07-20,0,0.76,0.26,0.35,0.15,0.0,0.0,0.0,0.0,28.6,0,No,5.3
2026-07-20,1,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,26.6,0,No,4.9
2026-07-20,2,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,25.3,0,No,4.9
2026-07-20,3,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,23.0,0,No,4.9
2026-07-20,4,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,21.2,0,No,4.9
2026-07-20,5,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,20.4,0,No,4.9
2026-07-20,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,19.4,0,No,8.4
2026-07-20,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,18.9,1,No,8.05
2026-07-20,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,19.1,1,No,7.35
2026-07-20,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,18.5,1,No,4.55
2026-07-20,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,19.3,1,No,4.55
2026-07-20,11,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.67,21.2,1,No,4.55
2026-07-20,12,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.8,22.4,1,No,4.55
2026-07-20,13,1.05,0.4,0.1,0.55,0.0,0.0,0.0,3.67,22.6,1,No,7.35
2026-07-20,14,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,24.8,1,No,4.55
2026-07-20,15,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,26.7,1,No,4.55
2026-07-20,16,0.69,0.44,0.1,0.15,0.0,0.0,0.0,1.9,27.9,1,No,4.8
2026-07-20,17,0.71,0.46,0.1,0.15,0.0,0.0,0.0,0.98,28.7,1,No,4.97
2026-07-20,18,1.0,0.5,0.35,0.15,0.0,0.0,0.0,0.0,30.1,2,Yes,10.02
2026-07-20,19,1.05,0.55,0.35,0.15,0.0,0.0,0.0,0.0,31.6,2,Yes,10.49
2026-07-20,20,1.44,0.54,0.35,0.55,0.0,0.0,0.0,0.0,31.2,2,Yes,14.36
2026-07-20,21,1.54,0.54,0.35,0.15,0.0,0.5,0.0,0.0,31.2,2,Yes,15.36
2026-07-20,22,1.03,0.53,0.35,0.15,0.0,0.0,0.0,0.0,30.9,2,Yes,10.28
2026-07-20,23,0.79,0.29,0.35,0.15,0.0,0.0,0.0,0.0,29.8,0,No,5.56
2026-07-21,0,0.72,0.22,0.35,0.15,0.0,0.0,0.0,0.0,27.3,0,No,5.03
2026-07-21,1,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,25.1,0,No,4.9
2026-07-21,2,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,24.2,0,No,4.9
2026-07-21,3,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,23.5,0,No,4.9
2026-07-21,4,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,22.2,0,No,4.9
2026-07-21,5,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,21.2,0,No,4.9
2026-07-21,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,19.2,0,No,8.4
2026-07-21,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,19.2,1,No,8.05
2026-07-21,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,18.6,1,No,7.35
2026-07-21,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,18.9,1,No,4.55
2026-07-21,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,18.8,1,No,4.55
2026-07-21,11,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.67,19.7,1,No,4.55
2026-07-21,12,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.8,21.4,1,No,4.55
2026-07-21,13,1.05,0.4,0.1,0.55,0.0,0.0,0.0,3.67,22.0,1,No,7.35
2026-07-21,14,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,24.2,1,No,4.55
2026-07-21,15,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,26.4,1,No,4.55
2026-07-21,16,0.67,0.42,0.1,0.15,0.0,0.0,0.0,1.9,27.3,1,No,4.69
2026-07-21,17,0.69,0.44,0.1,0.15,0.0,0.0,0.0,0.98,28.1,1,No,4.85
2026-07-21,18,0.99,0.49,0.35,0.15,0.0,0.0,0.0,0.0,29.7,2,Yes,9.9
2026-07-21,19,0.99,0.49,0.35,0.15,0.0,0.0,0.0,0.0,29.6,2,Yes,9.88
2026-07-21,20,1.42,0.52,0.35,0.55,0.0,0.0,0.0,0.0,30.8,2,Yes,14.23
2026-07-21,21,1.48,0.48,0.35,0.15,0.0,0.5,0.0,0.0,29.4,2,Yes,14.82
2026-07-21,22,0.99,0.49,0.35,0.15,0.0,0.0,0.0,0.0,29.5,2,Yes,9.86
2026-07-21,23,0.77,0.27,0.35,0.15,0.0,0.0,0.0,0.0,28.9,0,No,5.37
2026-07-22,0,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,26.2,0,No,4.9
2026-07-22,1,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,26.0,0,No,4.9
2026-07-22,2,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,23.5,0,No,4.9
2026-07-22,3,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,22.6,0,No,4.9
2026-07-22,4,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,20.3,0,No,4.9
2026-07-22,5,0.7,0.2,0.35,0.15,0.0,0.0,0.0,0.0,19.7,0,No,4.9
2026-07-22,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,18.4,0,No,8.4
2026-07-22,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,18.1,1,No,8.05
2026-07-22,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,18.7,1,No,7.35
2026-07-22,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,18.2,1,No,4.55
2026-07-22,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,19.5,1,No,4.55
2026-07-22,11,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.67,20.6,1,No,4.55
